id;name;album;album_id;artists;artist_ids;track_number;disc_number;explicit;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature;year;release_date
0Emy1ce5v9AsJRlF45KzB5;Otello;Live at Village Vanguard;2mVqVjy5i2BL5qge6zxhNZ;['Uri Caine Trio'];['21krrnT1VUrSwjdduInHuQ'];5;1;False;0,3829999999999999;0,423;8;-18,179;1;0,0449;0,5579999999999999;0,568;0,902;0,337;102,201;393493;4,0;2015;2015-03-01
5CljEbLKlj74LXcaJeeZBC;Verdi: Il Trovatore: D'amor sull'ali rosee - Leonora - Act Four;Il trovatore;4fHbfEUcHVYcQuzTCqcy7J;['Giuseppe Verdi', 'Gabriella Tucci'];['1JOQXgYdQV2yfrhewqx96o', '6JlVhf7Gd4PEooBASAIxSm'];10;2;False;0,216;0,347;8;-18,217;1;0,0936;0,958;0,0118;0,701;0,159;89,162;237333;4,0;1997;1997-09-01
0GPDPAEbaGO9zqp9Dz5RMo;Mise Eire (A Tribute To Sean O'Riada);The Live Experience;7whAtURY7XxkEnb4vtk7Ou;['Phil Coulter And His Orchestra'];['4Kv5z7EbsTeYJ7Srysis4I'];13;1;False;0,225;0,288;2;-19,105;1;0,0514;0,594;0,477;0,7759999999999999;0,14;72,72;480067;4,0;2005;2005-06-20
0DhWe74YfhqGdXeNtiERbq;When You Wish Upon a Star (Live from BinG! 2018);When You Wish Upon a Star (Live from BinG! 2018);1Li80F2c84ZEqyCZnk6fyk;['Vintage Mix'];['6yFX2G110mk1euIL1mWf2W'];1;1;False;0,252;0,265;5;-11,709;1;0,0373;0,916;0,0;0,7040000000000001;0,0541;100,945;225280;4,0;2019;2019-01-24
33CjEt4QY2LCQsGLiO3lVv;Hear Ye! Hear Ye!: Scene 3: Dance;Copland: Appalachian Spring & Hear Ye! Hear Ye!;7qoKarDD0fUqtqyBy6tpNh;['Aaron Copland', 'Detroit Symphony Orchestra', 'Leonard Slatkin'];['0nJvyjVTb8sAULPYyA1bqU', '1TuMl6QKOFwgQZzzhzuds4', '0xcogVKoT8y5OBIg3L0fua'];3;1;False;0,3720000000000001;0,2019999999999999;5;-16,393;1;0,0597;0,982;0,8059999999999999;0,535;0,2789999999999999;76,657;114453;4,0;2016;2016-09-09
40nosiDmQkSQal3uccd6Yv;"Main Title Theme (From ""Star Wars"")";John Williams at the Movies;0ReT5eCVosXGPCqdzLO7QQ;['John Williams', 'Dallas Winds', 'Jerry Junkin'];['3dRfiJ2650SZu6GbydcHNb', '0VILpIa8JizNYTU1yk8Iif', '6IEFj40kRnR24S1ZuTHmnK'];6;1;False;0,185;0,176;5;-21,878;1;0,0409999999999999;0,922;0,845;0,515;0,0832;76,80199999999998;346453;4,0;2018;2018-07-06
6XgBooJcVOOcN1q4Xph8VJ;Rain;Paul Horn: A Special Edition;3g1cKgm1j2KgV8qr4JQPXp;['Paul Horn'];['1LI9iEq0loU9cdIa1dxVDj'];7;1;False;0,405;0,231;10;-18,014;1;0,0279;0,846;0,931;0,6659999999999999;0,24;91,388;335627;4,0;1976;1976-01-01
6wUx3wvDQeHBT8TU5VSrgF;(a final State of) Grace;ropeBoys;0sUr1WvzvzJCtnbG5huhrA;['Wisherkings'];['2hFcYXbnQEGOXTo1ci21TK'];3;1;False;0,184;0,165;6;-15,901;1;0,0377;0,927;0,938;0,826;0,122;62,508;336944;4,0;2011;2011-08-01
4SxSbFYstIWfrnwFh5fR73;C And O Canal;Live At The Cellar Door;0vqXrScFBb6Qlbrf9nVc0I;['The Seldom Scene'];['2oxmEjNo7UXIiZi7X7ovGq'];18;1;False;0,424;0,209;7;-21,235;1;0,0398;0,922;0,422;0,91;0,485;84,23200000000001;189693;4,0;2005;2005-04-19
223qmNjoW7To1e92tQ8JvG;Carnaval Op. 9: XXII. Marche des Davidsbundler contre les Philistins (Live);Clara (Live);2oETeqrPi6ZloWUvxhaPuS;['Robert Schumann', 'Stefania Passamonte'];['2UqjDAXnDxejEyE0CzfUrZ', '0TwFe4J2AGyc4LUuOWJSOP'];32;1;False;0,413;0,284;8;-20,829;1;0,0714;0,989;0,8690000000000001;0,705;0,205;138,966;280413;4,0;2019;2019-09-13
6G5Vb6yKERifFQPK5YZl9Z;Mass in C minor, K. 427 (417a): Laudamus te (Allegro aperto) - Voice;Mozart: Mass in C minor, K. 427 (417a);1RbGOoOgW8fRgt4Ta4pQq0;['Claudio Abbado'];['6HclTVD03WSY6GUpN16BkP'];3;1;False;0,332;0,0577;5;-26,333;1;0,05;0,8690000000000001;0,228;0,565;0,238;120,113;297800;4,0;1991;1991-08-09
6QARGIKAknswHCl0cfK37L;Laurent and Bernadette;Music Inspired by Philippe Garrel’s Le Révélateur;6gA8Kzi4aqiBDJU8zXBPQC;['Mary Lattimore', 'Jeff Zeigler'];['38MKhZmMRHAZRz8LqtKIBw', '3lIoNmmVMhWTEuwZMWFWq1'];4;1;False;0,331;0,327;0;-15,209;1;0,0327;0,815;0,8390000000000001;0,71;0,0798;74,083;304594;4,0;2016;2016-07-22
0JWSnVW4BGST6TUttTB077;Be Thou My Vision;Nature's Glory: Inspirational Hymns;1CewxgtbX1OOKwwsIHbg0V;"[""Dan Gibson's Solitudes""]";['0Wv8mXdyQifZvmp6SKXRwr'];9;1;False;0,181;0,313;2;-15,627;1;0,0395;0,947;0,0424;0,851;0,096;96,238;258293;4,0;2013;2013-11-21
35S7BRkAB0IsSpVvBrCeod;The Sleeping Beauty, Op. 66 : (E) Coda;Tchaikovsky: The Sleeping Beauty (Complete Ballet);6Wrotkf74AAOcc9kz8CEyx;['Pyotr Ilyich Tchaikovsky', 'Slovak State Philharmonic Orchestra, Kosice'];['3MKCzCnpzw3TjUYs2v7vDA', '2Eo4VORMdwb15W8WZh3vl6'];21;1;False;0,121;0,231;7;-17,489;1;0,0354;0,96;0,812;0,6609999999999999;0,324;67,119;162333;4,0;1992;1992-07-31
1i7eVc50padxTn0qQo26Pp;Carmen: Act I: Prés des remparts de Séville;Bizet: Carmen;6WrYrAz0oszEqK9UVOnSS5;['Georges Bizet', 'Leontyne Price', 'Franco Corelli', 'Robert Merrill', 'Mirella Freni', 'Monique Linval', 'Geneviève Macaux', 'Jean Christophe Benoit', 'Maurice Besancon', 'Frank Schooten', 'Bernard Demigny', 'Herbert von Karajan'];['2D7RkvtKKb6E5UmbjQM1Jd', '3Qh7r2c4JWTmRLH3swU9dC', '6HAAe1mGrjKyUI1eG1DQy7', '1G4jpiUOb1RmRNuaUhv1Ys', '5dz9lXIYillOvg5xH0t5EN', '0Hz6Elnc9EG6lpa3WunUeg', '4TXs5uavsymk5ZDZ0j6eTH', '2FeQ0F6lF38KXrN38qSCrb', '3NQNLZSSjMlk5YgUIzzT4T', '3Rx0jZzkBwAIEfGFJcC55U', '0fBwQXnhxMTgl17pZ3wJd9', '5zCaQxjl110XTrm4LQ1CxY'];16;1;False;0,348;0,0847;2;-21,886;1;0,0602;0,968;0,0;0,843;0,0912;103,196;288707;4,0;1964;1964
5c5E5WKEFJ7Qk4amqoMYJI;Dragon;LIVE;3mmXbFBaoIpZlwxCDiiIfW;['Jake Shimabukuro'];['69NjH5MsRLr0CX0zSlGmN3'];15;1;False;0,511;0,3389999999999999;7;-14,975;1;0,0954;0,898;0,82;0,6940000000000001;0,165;133,29399999999998;197547;4,0;2009;2009-04-14
